ym,revenue,n_orders,def_id,anchor,source,freight,voucher,status,aov
2017-09,687533.0900000002,4131,carrier|payments|incl|ex_canceled_unavail,carrier,payments,n/a,incl,ex_canceled_unavail,166.43260469619952
2018-02,963831.1900000017,6557,carrier|payments|incl|ex_canceled_unavail,carrier,payments,n/a,incl,ex_canceled_unavail,146.9927085557422
2017-08,664341.330000002,4328,carrier|payments|incl|ex_canceled_unavail,carrier,payments,n/a,incl,ex_canceled_unavail,153.49845887245888
2017-07,553110.0000000029,3710,carrier|payments|incl|ex_canceled_unavail,carrier,payments,n/a,incl,ex_canceled_unavail,149.086253369273
2017-10,755433.2700000005,4482,carrier|payments|incl|ex_canceled_unavail,carrier,payments,n/a,incl,ex_canceled_unavail,168.5482530120483
2017-06,498790.72000000294,3263,carrier|payments|incl|ex_canceled_unavail,carrier,payments,n/a,incl,ex_canceled_unavail,152.86261722341493
2017-05,597431.9300000035,3709,carrier|payments|incl|ex_canceled_unavail,carrier,payments,n/a,incl,ex_canceled_unavail,161.07628201671704
2018-09,2664.08,3,carrier|payments|incl|ex_canceled_unavail,carrier,payments,n/a,incl,ex_canceled_unavail,888.0266666666666
2018-06,1004317.3799999966,6108,carrier|payments|excl|ex_canceled_unavail,carrier,payments,n/a,excl,ex_canceled_unavail,164.4265520628678
2017-02,254251.2999999999,1517,carrier|payments|excl|ex_canceled_unavail,carrier,payments,n/a,excl,ex_canceled_unavail,167.60138431114035
2018-07,966032.8299999996,6055,carrier|payments|excl|ex_canceled_unavail,carrier,payments,n/a,excl,ex_canceled_unavail,159.5429942196531
2018-04,1153637.4199999997,7002,carrier|payments|excl|ex_canceled_unavail,carrier,payments,n/a,excl,ex_canceled_unavail,164.75827192230787
2018-03,1121635.3499999947,7175,carrier|payments|excl|ex_canceled_unavail,carrier,payments,n/a,excl,ex_canceled_unavail,156.32548432055677
2018-01,1042584.9200000028,7040,carrier|payments|excl|ex_canceled_unavail,carrier,payments,n/a,excl,ex_canceled_unavail,148.09444886363676
2018-05,1135333.4399999934,6981,carrier|payments|excl|ex_canceled_unavail,carrier,payments,n/a,excl,ex_canceled_unavail,162.63192092823283
2017-12,903155.6999999989,6081,carrier|payments|excl|ex_canceled_unavail,carrier,payments,n/a,excl,ex_canceled_unavail,148.52091761223465
2018-08,1110005.1599999997,7058,carrier|payments|excl|ex_canceled_unavail,carrier,payments,n/a,excl,ex_canceled_unavail,157.26907905922354
2017-04,343900.47,2141,carrier|payments|excl|ex_canceled_unavail,carrier,payments,n/a,excl,ex_canceled_unavail,160.62609528257823
2017-03,426853.97000000015,2717,carrier|payments|excl|ex_canceled_unavail,carrier,payments,n/a,excl,ex_canceled_unavail,157.10488406330518
2017-01,93617.25999999991,612,carrier|payments|excl|ex_canceled_unavail,carrier,payments,n/a,excl,ex_canceled_unavail,152.96937908496716
2016-10,40452.889999999985,242,carrier|payments|excl|ex_canceled_unavail,carrier,payments,n/a,excl,ex_canceled_unavail,167.16070247933877
2016-11,6597.030000000001,32,carrier|payments|excl|ex_canceled_unavail,carrier,payments,n/a,excl,ex_canceled_unavail,206.15718750000002
2016-12,102.31,2,carrier|payments|excl|ex_canceled_unavail,carrier,payments,n/a,excl,ex_canceled_unavail,51.155
2017-11,1045602.3899999985,6637,carrier|payments|excl|ex_canceled_unavail,carrier,payments,n/a,excl,ex_canceled_unavail,157.54141780925093
2017-09,669822.4300000003,4131,carrier|payments|excl|ex_canceled_unavail,carrier,payments,n/a,excl,ex_canceled_unavail,162.14534737351738
2018-02,941393.0800000011,6557,carrier|payments|excl|ex_canceled_unavail,carrier,payments,n/a,excl,ex_canceled_unavail,143.57070001525105
2017-08,648584.3600000024,4328,carrier|payments|excl|ex_canceled_unavail,carrier,payments,n/a,excl,ex_canceled_unavail,149.85775415896543
2017-07,537729.4700000026,3710,carrier|payments|excl|ex_canceled_unavail,carrier,payments,n/a,excl,ex_canceled_unavail,144.94055795148319
2017-10,737212.430000001,4482,carrier|payments|excl|ex_canceled_unavail,carrier,payments,n/a,excl,ex_canceled_unavail,164.48291610888018
2017-06,484514.3000000027,3263,carrier|payments|excl|ex_canceled_unavail,carrier,payments,n/a,excl,ex_canceled_unavail,148.48737358259353
2017-05,582311.3900000039,3709,carrier|payments|excl|ex_canceled_unavail,carrier,payments,n/a,excl,ex_canceled_unavail,156.9995659207344
2018-09,2497.62,3,carrier|payments|excl|ex_canceled_unavail,carrier,payments,n/a,excl,ex_canceled_unavail,832.54
2018-06,1019670.899999996,6068,carrier|items|incl|delivered_only,carrier,items,incl,n/a,delivered_only,168.04068885959063
2017-02,253990.41999999987,1497,carrier|items|incl|delivered_only,carrier,items,incl,n/a,delivered_only,169.66627922511682
2018-07,975680.6399999993,5989,carrier|items|incl|delivered_only,carrier,items,incl,n/a,delivered_only,162.91211220571034
2018-04,1158052.1699999997,6895,carrier|items|incl|delivered_only,carrier,items,incl,n/a,delivered_only,167.95535460478604
2018-03,1123453.3399999943,7042,carrier|items|incl|delivered_only,carrier,items,incl,n/a,delivered_only,159.5361175802321
2018-01,1060105.1600000032,6965,carrier|items|incl|delivered_only,carrier,items,incl,n/a,delivered_only,152.20461737257762
2018-05,1147974.129999994,6925,carrier|items|incl|delivered_only,carrier,items,incl,n/a,delivered_only,165.77243754512548
2017-12,916184.9299999996,6019,carrier|items|incl|delivered_only,carrier,items,incl,n/a,delivered_only,152.21547266987864
2018-08,1120936.7999999993,7010,carrier|items|incl|delivered_only,carrier,items,incl,n/a,delivered_only,159.90539229671887
2017-04,349151.7100000001,2098,carrier|items|incl|delivered_only,carrier,items,incl,n/a,delivered_only,166.42121544327935
2017-03,432259.57000000036,2668,carrier|items|incl|delivered_only,carrier,items,incl,n/a,delivered_only,162.0163305847078
2017-01,95368.6199999999,601,carrier|items|incl|delivered_only,carrier,items,incl,n/a,delivered_only,158.6832279534108
2016-10,39937.25999999998,236,carrier|items|incl|delivered_only,carrier,items,incl,n/a,delivered_only,169.2256779661016
2016-11,6614.170000000001,29,carrier|items|incl|delivered_only,carrier,items,incl,n/a,delivered_only,228.07482758620694
2016-12,102.31,2,carrier|items|incl|delivered_only,carrier,items,incl,n/a,delivered_only,51.155
2017-11,1056646.619999999,6575,carrier|items|incl|delivered_only,carrier,items,incl,n/a,delivered_only,160.70671026615955
2017-09,680924.9000000004,4095,carrier|items|incl|delivered_only,carrier,items,incl,n/a,delivered_only,166.28202686202695
2018-02,954126.0900000008,6507,carrier|items|incl|delivered_only,carrier,items,incl,n/a,delivered_only,146.63071922544964
2017-08,658773.4400000023,4287,carrier|items|incl|delivered_only,carrier,items,incl,n/a,delivered_only,153.66770235596042
2017-07,545204.2600000026,3658,carrier|items|incl|delivered_only,carrier,items,incl,n/a,delivered_only,149.04435757244465
2017-10,746604.5600000003,4445,carrier|items|incl|delivered_only,carrier,items,incl,n/a,delivered_only,167.96503037120365
2017-06,491114.2100000028,3209,carrier|items|incl|delivered_only,carrier,items,incl,n/a,delivered_only,153.04275786849573
2017-05,588701.8400000036,3654,carrier|items|incl|delivered_only,carrier,items,incl,n/a,delivered_only,161.11161466885702
2018-09,2497.62,2,carrier|items|incl|delivered_only,carrier,items,incl,n/a,delivered_only,1248.81
2018-06,865955.4700000181,6068,carrier|items|excl|delivered_only,carrier,items,excl,n/a,delivered_only,142.70854812129502
2017-02,220506.2399999976,1497,carrier|items|excl|delivered_only,carrier,items,excl,n/a,delivered_only,147.29875751502846
2018-07,821705.8400000175,5989,carrier|items|excl|delivered_only,carrier,items,excl,n/a,delivered_only,137.2025112706658
2018-04,994559.4100000256,6895,carrier|items|excl|delivered_only,carrier,items,excl,n/a,delivered_only,144.24356925308567
2018-03,956509.2200000269,7042,carrier|items|excl|delivered_only,carrier,items,excl,n/a,delivered_only,135.8291990911711
2018-01,910441.7500000288,6965,carrier|items|excl|delivered_only,carrier,items,excl,n/a,delivered_only,130.71669059584045
2018-05,993080.0600000254,6925,carrier|items|excl|delivered_only,carrier,items,excl,n/a,delivered_only,143.40506281588816
2017-12,786724.2200000176,6019,carrier|items|excl|delivered_only,carrier,items,excl,n/a,delivered_only,130.7067984715098
2018-08,953520.2300000244,7010,carrier|items|excl|delivered_only,carrier,items,excl,n/a,delivered_only,136.02285734665114
2017-04,304738.02999999776,2098,carrier|items|excl|delivered_only,carrier,items,excl,n/a,delivered_only,145.25168255481304
2017-03,374246.05000000005,2668,carrier|items|excl|delivered_only,carrier,items,excl,n/a,delivered_only,140.27213268365819
2017-01,83129.05000000008,601,carrier|items|excl|delivered_only,carrier,items,excl,n/a,delivered_only,138.3178868552414
2016-10,34625.88000000011,236,carrier|items|excl|delivered_only,carrier,items,excl,n/a,delivered_only,146.71983050847504
2016-11,5763.200000000001,29,carrier|items|excl|delivered_only,carrier,items,excl,n/a,delivered_only,198.73103448275864
2016-12,81.9,2,carrier|items|excl|delivered_only,carrier,items,excl,n/a,delivered_only,40.95
2017-11,905887.3100000216,6575,carrier|items|excl|delivered_only,carrier,items,excl,n/a,delivered_only,137.77753764258884
2017-09,589145.9200000116,4095,carrier|items|excl|delivered_only,carrier,items,excl,n/a,delivered_only,143.86957753358035
2018-02,814273.9500000249,6507,carrier|items|excl|delivered_only,carrier,items,excl,n/a,delivered_only,125.138151221765
2017-08,564745.4300000097,4287,carrier|items|excl|delivered_only,carrier,items,excl,n/a,delivered_only,131.73441334266613
2017-07,465888.46000000474,3658,carrier|items|excl|delivered_only,carrier,items,excl,n/a,delivered_only,127.36152542373011
2017-10,643820.340000011,4445,carrier|items|excl|delivered_only,carrier,items,excl,n/a,delivered_only,144.84147131608796
2017-06,420627.4400000034,3209,carrier|items|excl|delivered_only,carrier,items,excl,n/a,delivered_only,131.0774197569347
2017-05,508784.7200000069,3654,carrier|items|excl|delivered_only,carrier,items,excl,n/a,delivered_only,139.24048166393183
2018-09,2379.99,2,carrier|items|excl|delivered_only,carrier,items,excl,n/a,delivered_only,1189.995
2018-06,1019517.1899999962,6068,carrier|payments|incl|delivered_only,carrier,payments,n/a,incl,delivered_only,168.01535761371065
2017-02,254043.52999999988,1497,carrier|payments|incl|delivered_only,carrier,payments,n/a,incl,delivered_only,169.7017568470273
2018-07,975743.9599999995,5989,carrier|payments|incl|delivered_only,carrier,payments,n/a,incl,delivered_only,162.92268492235758
2018-04,1157738.6799999997,6895,carrier|payments|incl|delivered_only,carrier,payments,n/a,incl,delivered_only,167.90988832487307
2018-03,1123356.3799999943,7042,carrier|payments|incl|delivered_only,carrier,payments,n/a,incl,delivered_only,159.52234876455472
2018-01,1060219.3800000034,6965,carrier|payments|incl|delivered_only,carrier,payments,n/a,incl,delivered_only,152.22101651112754
2018-05,1147595.5499999938,6925,carrier|payments|incl|delivered_only,carrier,payments,n/a,incl,delivered_only,165.7177689530677
2017-12,915541.8499999992,6019,carrier|payments|incl|delivered_only,carrier,payments,n/a,incl,delivered_only,152.1086310018274
2018-08,1120792.929999999,7010,carrier|payments|incl|delivered_only,carrier,payments,n/a,incl,delivered_only,159.8848687589157
2017-04,349287.00000000006,2098,carrier|payments|incl|delivered_only,carrier,payments,n/a,incl,delivered_only,166.4857006673022
2017-03,432310.2500000003,2668,carrier|payments|incl|delivered_only,carrier,payments,n/a,incl,delivered_only,162.03532608695664
2017-01,95418.16999999988,601,carrier|payments|incl|delivered_only,carrier,payments,n/a,incl,delivered_only,158.7656738768717
2016-10,40064.92999999998,236,carrier|payments|incl|delivered_only,carrier,payments,n/a,incl,delivered_only,169.76665254237278
2016-11,6419.090000000001,29,carrier|payments|incl|delivered_only,carrier,payments,n/a,incl,delivered_only,221.3479310344828
2016-12,102.31,2,carrier|payments|incl|delivered_only,carrier,payments,n/a,incl,delivered_only,51.155
2017-11,1055570.839999999,6575,carrier|payments|incl|delivered_only,carrier,payments,n/a,incl,delivered_only,160.54309353612152
2017-09,681000.5000000005,4095,carrier|payments|incl|delivered_only,carrier,payments,n/a,incl,delivered_only,166.30048840048852
2018-02,953927.190000001,6507,carrier|payments|incl|delivered_only,carrier,payments,n/a,incl,delivered_only,146.60015214384524
2017-08,658875.1700000024,4287,carrier|payments|incl|delivered_only,carrier,payments,n/a,incl,delivered_only,153.69143223699612
2017-07,545294.6200000026,3658,carrier|payments|incl|delivered_only,carrier,payments,n/a,incl,delivered_only,149.06905959540802
2017-10,746539.5600000002,4445,carrier|payments|incl|delivered_only,carrier,payments,n/a,incl,delivered_only,167.95040719910014
2017-06,491314.5100000028,3209,carrier|payments|incl|delivered_only,carrier,payments,n/a,incl,delivered_only,153.10517606731156
2017-05,588902.5800000036,3654,carrier|payments|incl|delivered_only,carrier,payments,n/a,incl,delivered_only,161.1665517241389
2018-09,2497.62,2,carrier|payments|incl|delivered_only,carrier,payments,n/a,incl,delivered_only,1248.81
2018-06,996651.1699999969,6068,carrier|payments|excl|delivered_only,carrier,payments,n/a,excl,delivered_only,164.24706163480502
2017-02,249705.07999999993,1497,carrier|payments|excl|delivered_only,carrier,payments,n/a,excl,delivered_only,166.80366065464258
2018-07,956706.3299999996,5989,carrier|payments|excl|delivered_only,carrier,payments,n/a,excl,delivered_only,159.7439188512272
2018-04,1132900.389999999,6895,carrier|payments|excl|delivered_only,carrier,payments,n/a,excl,delivered_only,164.3075257432921
2018-03,1101210.6999999955,7042,carrier|payments|excl|delivered_only,carrier,payments,n/a,excl,delivered_only,156.37754899176306
2018-01,1030790.2700000028,6965,carrier|payments|excl|delivered_only,carrier,payments,n/a,excl,delivered_only,147.99573151471685
2018-05,1126441.8099999935,6925,carrier|payments|excl|delivered_only,carrier,payments,n/a,excl,delivered_only,162.66307725631677
2017-12,894676.4199999986,6019,carrier|payments|excl|delivered_only,carrier,payments,n/a,excl,delivered_only,148.64203688320296
2018-08,1101608.0300000003,7010,carrier|payments|excl|delivered_only,carrier,payments,n/a,excl,delivered_only,157.14807845934382
2017-04,339233.0199999998,2098,carrier|payments|excl|delivered_only,carrier,payments,n/a,excl,delivered_only,161.69352716873203
2017-03,421772.2500000002,2668,carrier|payments|excl|delivered_only,carrier,payments,n/a,excl,delivered_only,158.0855509745128
2017-01,91974.6699999999,601,carrier|payments|excl|delivered_only,carrier,payments,n/a,excl,delivered_only,153.0360565723792
2016-10,39723.27999999998,236,carrier|payments|excl|delivered_only,carrier,payments,n/a,excl,delivered_only,168.31898305084735
2016-11,6042.210000000001,29,carrier|payments|excl|delivered_only,carrier,payments,n/a,excl,delivered_only,208.35206896551728
2016-12,102.31,2,carrier|payments|excl|delivered_only,carrier,payments,n/a,excl,delivered_only,51.155
2017-11,1039021.7199999988,6575,carrier|payments|excl|delivered_only,carrier,payments,n/a,excl,delivered_only,158.02611711026597
2017-09,663317.9300000006,4095,carrier|payments|excl|delivered_only,carrier,payments,n/a,excl,delivered_only,161.98240048840066
2018-02,931803.3900000007,6507,carrier|payments|excl|delivered_only,carrier,payments,n/a,excl,delivered_only,143.2001521438452
2017-08,643238.1900000026,4287,carrier|payments|excl|delivered_only,carrier,payments,n/a,excl,delivered_only,150.04389783065142
2017-07,530209.8700000022,3658,carrier|payments|excl|delivered_only,carrier,payments,n/a,excl,delivered_only,144.9452897758344
2017-10,728393.4100000012,4445,carrier|payments|excl|delivered_only,carrier,payments,n/a,excl,delivered_only,163.86803374578204
2017-06,477182.5200000025,3209,carrier|payments|excl|delivered_only,carrier,payments,n/a,excl,delivered_only,148.70131505141867
2017-05,573858.0100000041,3654,carrier|payments|excl|delivered_only,carrier,payments,n/a,excl,delivered_only,157.04926382047182
2018-09,2497.62,2,carrier|payments|excl|delivered_only,carrier,payments,n/a,excl,delivered_only,1248.81
2018-06,1171634.0099999902,6829,delivered|items|incl|all,delivered,items,incl,n/a,all,171.5674344706385
2017-02,228077.4099999997,1351,delivered|items|incl|all,delivered,items,incl,n/a,all,168.82117690599534
2018-07,947873.6299999977,5839,delivered|items|incl|all,delivered,items,incl,n/a,all,162.33492550094155
2018-05,1170826.6799999964,7111,delivered|items|incl|all,delivered,items,incl,n/a,all,164.65007453241407
2018-03,1044028.0999999993,6825,delivered|items|incl|all,delivered,items,incl,n/a,all,152.9711501831501
2018-01,993541.4200000019,6597,delivered|items|incl|all,delivered,items,incl,n/a,all,150.6050356222528
2018-04,1300846.0199999881,7850,delivered|items|incl|all,delivered,items,incl,n/a,all,165.7128687898074
2018-08,1347360.600000003,8314,delivered|items|incl|all,delivered,items,incl,n/a,all,162.05924945874463
2017-04,307684.27999999985,1849,delivered|items|incl|all,delivered,items,incl,n/a,all,166.4057760951865
2017-12,1103411.3600000034,7205,delivered|items|incl|all,delivered,items,incl,n/a,all,153.14522692574647
2017-03,387208.4399999997,2382,delivered|items|incl|all,delivered,items,incl,n/a,all,162.55602015113337
2017-01,38697.019999999975,283,delivered|items|incl|all,delivered,items,incl,n/a,all,136.73858657243807
2016-10,34826.11,208,delivered|items|incl|all,delivered,items,incl,n/a,all,167.43322115384615
2016-11,11571.269999999999,60,delivered|items|incl|all,delivered,items,incl,n/a,all,192.85449999999997
2016-12,960.85,4,delivered|items|incl|all,delivered,items,incl,n/a,all,240.2125
2017-11,755551.3499999983,4670,delivered|items|incl|all,delivered,items,incl,n/a,all,161.78829764453926
2017-09,670118.3600000005,3965,delivered|items|incl|all,delivered,items,incl,n/a,all,169.00841361916784
